station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth,state_abbr
AAT,2024-04-05T09:55:00Z,29,23,77.98,330,12,0,29.62,1003.6,10,19,SCT,OVC,NA,NA,3300,9500,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.18,KAAT 050955Z AUTO 33012G19KT 10SM SCT033 OVC095 M02/M05 A2962 RMK AO2 SLP036 T10171050,NA,CA
AAT,2024-04-05T10:55:00Z,28,22,77.89,330,5,0,29.63,1004,10,NA,BKN,NA,NA,NA,12000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.64,KAAT 051055Z AUTO 33005KT 10SM BKN120 M02/M06 A2963 RMK AO2 SLP040 T10221056,NA,CA
AAT,2024-04-05T11:55:00Z,28,22,77.89,300,7,0,29.64,1004,10,NA,BKN,OVC,NA,NA,3700,11000,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.9,KAAT 051155Z AUTO 30007KT 10SM BKN037 OVC110 M02/M06 A2964 RMK AO2 SLP040 60007 70014 T10221056 11006 21022 53006,NA,CA
AAT,2024-04-05T12:55:00Z,27,21,77.8,280,8,0,29.65,1004.6,10,NA,OVC,NA,NA,NA,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.95,KAAT 051255Z AUTO 28008KT 10SM OVC100 M03/M06 A2965 RMK AO2 SLP046 T10281061,NA,CA
AAT,2024-04-05T13:55:00Z,26,22,84.59,270,8,0,29.66,1005.4,10,NA,SCT,NA,NA,NA,12000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.72,KAAT 051355Z AUTO 27008KT 10SM SCT120 M03/M06 A2966 RMK AO2 SLP054 T10331056,NA,CA
AAT,2024-04-05T14:55:00Z,27,22,81.17,270,8,0,29.68,1006.4,10,NA,BKN,OVC,NA,NA,6000,12000,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.95,KAAT 051455Z AUTO 27008KT 10SM BKN060 OVC120 M03/M06 A2968 RMK AO2 SLP064 T10281056 53013,NA,CA
AAT,2024-04-05T15:55:00Z,29,22,74.77,300,8,0,29.7,1006.8,10,NA,BKN,OVC,NA,NA,5000,11000,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.42,KAAT 051555Z AUTO 30008KT 10SM BKN050 OVC110 M02/M06 A2970 RMK AO2 SLP068 T10171056,NA,CA
AAT,2024-04-05T16:55:00Z,30,23,74.87,310,9,0,29.71,1007.3,10,NA,BKN,BKN,NA,NA,5500,12000,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.03,KAAT 051655Z AUTO 31009KT 10SM BKN055 BKN120 M01/M05 A2971 RMK AO2 SLP073 T10111050,NA,CA
AAT,2024-04-05T17:55:00Z,31,20,63.32,300,11,0,29.73,1008.3,10,NA,FEW,BKN,NA,NA,3100,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.2,KAAT 051755Z AUTO 30011KT 10SM FEW031 BKN050 M01/M07 A2973 RMK AO2 SLP083 T10061067 11006 21033 53015,NA,CA
AAT,2024-04-05T18:55:00Z,33,20,58.41,310,12,0,29.75,1008.6,10,NA,BKN,OVC,NA,NA,3800,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.27,KAAT 051855Z AUTO 31012KT 10SM BKN038 OVC050 01/M07 A2975 RMK AO2 SLP086 T00061067,NA,CA
AAT,2024-04-05T19:55:00Z,34,20,56.12,300,12,0,29.76,1008.9,10,NA,BKN,BKN,NA,NA,3500,4200,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.55,KAAT 051955Z AUTO 30012KT 10SM BKN035 BKN042 01/M07 A2976 RMK AO2 SLP089 T00111067,NA,CA
AAT,2024-04-05T20:55:00Z,34,21,58.56,330,10,0,29.77,1009.5,10,NA,BKN,BKN,NA,NA,4200,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.48,KAAT 052055Z AUTO 33010KT 10SM BKN042 BKN050 01/M06 A2977 RMK AO2 SLP095 T00111061 53011,NA,CA
AAT,2024-04-05T21:55:00Z,36,20,51.83,280,6,0,29.78,1009.6,10,NA,OVC,NA,NA,NA,4800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.35,KAAT 052155Z AUTO 28006KT 10SM OVC048 02/M07 A2978 RMK AO2 SLP096 T00221067,NA,CA
AAT,2024-04-05T22:55:00Z,39,19,44.14,310,15,0,29.79,1009.6,10,24,SCT,NA,NA,NA,6000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.85,KAAT 052255Z AUTO 31015G24KT 10SM SCT060 04/M07 A2979 RMK AO2 SLP096 T00391072,NA,CA
AAT,2024-04-05T23:55:00Z,40,19,42.45,320,10,0,29.8,1009.9,10,19,FEW,BKN,NA,NA,6000,7500,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,KAAT 052355Z AUTO 32010G19KT 10SM FEW060 BKN075 04/M07 A2980 RMK AO2 SLP099 T00441072 10044 21006 53008,NA,CA
AAT,2024-04-06T00:55:00Z,41,18,39.12,320,15,0,29.81,1010.5,10,20,FEW,SCT,NA,NA,6000,8000,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.45,KAAT 060055Z AUTO 32015G20KT 10SM FEW060 SCT080 05/M08 A2981 RMK AO2 SLP105 T00501078,NA,CA
AAT,2024-04-06T01:55:00Z,37,17,43.8,300,14,0,29.84,1011.9,10,NA,CLR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.61,KAAT 060155Z AUTO 30014KT 10SM CLR 03/M08 A2984 RMK AO2 SLP119 T00281083,NA,CA
AAT,2024-04-06T02:55:00Z,35,16,45.4,310,11,0,29.87,1013,10,19,FEW,NA,NA,NA,8000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.26,KAAT 060255Z AUTO 31011G19KT 10SM FEW080 02/M09 A2987 RMK AO2 SLP130 T00171089 53021,NA,CA
AAT,2024-04-06T03:55:00Z,34,18,51.52,320,11,0,29.91,1014.1,10,NA,SCT,NA,NA,NA,7500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.99,KAAT 060355Z AUTO 32011KT 10SM SCT075 01/M08 A2991 RMK AO2 SLP141 T00111078,NA,CA
AAT,2024-04-06T04:55:00Z,32,18,55.82,320,10,0,29.93,1015.2,10,NA,CLR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.97,KAAT 060455Z AUTO 32010KT 10SM CLR 00/M08 A2993 RMK AO2 SLP152 T00001078,NA,CA
AAT,2024-04-06T05:55:00Z,30,18,60.53,230,4,0,29.95,1015.9,10,NA,CLR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.08,KAAT 060555Z AUTO 23004KT 10SM CLR M01/M08 A2995 RMK AO2 SLP159 T10111078 10050 21011 51025,NA,CA
AAT,2024-04-06T06:55:00Z,29,19,65.81,270,7,0,29.98,1016.8,10,NA,CLR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.12,KAAT 060655Z AUTO 27007KT 10SM CLR M02/M07 A2998 RMK AO2 SLP168 T10171072,NA,CA
AAT,2024-04-06T07:55:00Z,26,18,71.33,250,6,0,29.99,1017.6,10,NA,CLR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.3,KAAT 060755Z AUTO 25006KT 10SM CLR M03/M08 A2999 RMK AO2 SLP176 T10331078 400501033,NA,CA
AAT,2024-04-06T08:55:00Z,24,17,74.26,0,0,0,30.01,1018.5,10,NA,CLR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,KAAT 060855Z AUTO 00000KT 10SM CLR M04/M08 A3001 RMK AO2 SLP185 T10441083 51019,NA,CA
AAT,2024-04-06T09:55:00Z,24,17,74.26,240,3,0,30.04,1019.1,10,NA,CLR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.54,KAAT 060955Z AUTO 24003KT 10SM CLR M04/M08 A3004 RMK AO2 SLP191 T10441083,NA,CA
AAT,2024-04-06T10:55:00Z,23,18,80.85,130,3,0,30.05,1019.5,10,NA,BKN,NA,NA,NA,6000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.4,KAAT 061055Z AUTO 13003KT 10SM BKN060 M05/M08 A3005 RMK AO2 SLP195 T10501078,NA,CA
AAT,2024-04-06T11:55:00Z,22,17,80.77,0,0,0,30.07,1020.1,10,NA,BKN,NA,NA,NA,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,KAAT 061155Z AUTO 00000KT 10SM BKN050 M06/M08 A3007 RMK AO2 SLP201 T10561083 11011 21056 51017,NA,CA
AAT,2024-04-06T12:55:00Z,24,19,80.93,170,4,0,30.09,1020.4,10,NA,OVC,NA,NA,NA,3200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.08,KAAT 061255Z AUTO 17004KT 10SM OVC032 M04/M07 A3009 RMK AO2 SLP204 T10441072,NA,CA
AAT,2024-04-06T13:19:00Z,24,20,84.46,0,0,0,30.1,NA,10,NA,BKN,BKN,OVC,NA,2100,2600,3400,NA,NA,NA,NA,NA,NA,NA,NA,24,KAAT 061319Z AUTO 00000KT 10SM BKN021 BKN026 OVC034 M04/M07 A3010 RMK AO2 T10441067,NA,CA
AAT,2024-04-06T13:55:00Z,26,20,77.71,NA,3,0,30.11,1021.4,10,NA,OVC,NA,NA,NA,2200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.83,KAAT 061355Z AUTO VRB03KT 10SM OVC022 M03/M07 A3011 RMK AO2 SLP214 T10331067,NA,CA
AAT,2024-04-06T14:55:00Z,27,21,77.8,0,0,0,30.13,1022.2,10,NA,BKN,OVC,NA,NA,2200,2900,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,KAAT 061455Z AUTO 00000KT 10SM BKN022 OVC029 M03/M06 A3013 RMK AO2 SLP222 T10281061 52018,NA,CA
AAT,2024-04-06T15:20:00Z,28,22,77.89,170,3,0,30.14,NA,10,NA,FEW,FEW,OVC,NA,1800,2400,3700,NA,NA,NA,NA,NA,NA,NA,NA,24.12,KAAT 061520Z AUTO 17003KT 10SM FEW018 FEW024 OVC037 M02/M06 A3014 RMK AO2 T10221056,NA,CA
AAT,2024-04-06T15:55:00Z,30,23,74.87,110,3,0,30.14,1022.4,10,NA,FEW,OVC,NA,NA,1900,3900,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.4,KAAT 061555Z AUTO 11003KT 10SM FEW019 OVC039 M01/M05 A3014 RMK AO2 SLP224 T10111050,NA,CA
AAT,2024-04-06T16:52:00Z,33.8,24.8,69.25,0,0,0,30.15,NA,10,NA,BKN,OVC,NA,NA,2200,2900,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.8,KAAT 061652Z AUTO 00000KT 10SM BKN022 OVC029 01/M04 A3015 RMK AO2,NA,CA
AAT,2024-04-06T16:55:00Z,33,24,69.16,0,0,0,30.15,1022.7,10,NA,BKN,BKN,OVC,NA,2400,3200,4700,NA,NA,NA,NA,NA,NA,NA,NA,33,KAAT 061655Z AUTO 00000KT 10SM BKN024 BKN032 OVC047 01/M04 A3015 RMK AO2 SLP227 T00061044,NA,CA
AAT,2024-04-06T17:55:00Z,34,25,69.28,110,3,1e-4,30.17,1023.4,9,NA,BKN,BKN,OVC,NA,2200,2900,3800,NA,-SN,NA,NA,NA,NA,NA,NA,30.97,KAAT 061755Z AUTO 11003KT 9SM -SN BKN022 BKN029 OVC038 01/M04 A3017 RMK AO2 SNB30 SLP234 P0000 60000 T00111039 10011 21056 53009,NA,CA
AAT,2024-04-06T18:44:00Z,35,26,69.39,190,6,0.01,30.17,NA,9,NA,FEW,BKN,OVC,NA,2300,4300,5500,NA,NA,NA,NA,NA,NA,NA,NA,29.14,KAAT 061844Z AUTO 19006KT 9SM FEW023 BKN043 OVC055 02/M03 A3017 RMK AO2 SNE1758B20E39 P0001 T00171033,NA,CA
AAT,2024-04-06T18:55:00Z,34,25,69.28,240,7,0.01,30.18,1023.8,6,NA,SCT,BKN,OVC,NA,2600,3500,5500,NA,-SN,NA,NA,NA,NA,NA,NA,27.22,KAAT 061855Z AUTO 24007KT 6SM -SN SCT026 BKN035 OVC055 01/M04 A3018 RMK AO2 SNE1758B20 SLP238 P0001 T00111039,NA,CA
AAT,2024-04-06T19:55:00Z,38,24,56.71,260,10,1e-4,30.17,1023.6,10,NA,FEW,OVC,NA,NA,4000,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.49,KAAT 061955Z AUTO 26010KT 10SM FEW040 OVC050 03/M04 A3017 RMK AO2 SNE07B47E49 SLP236 P0000 T00331044,NA,CA
AAT,2024-04-06T20:55:00Z,39,26,59.27,260,17,0,30.17,1023.4,10,24,FEW,SCT,BKN,NA,3700,4600,6000,NA,NA,NA,NA,NA,NA,NA,NA,29.25,KAAT 062055Z AUTO 26017G24KT 10SM FEW037 SCT046 BKN060 04/M03 A3017 RMK AO2 SLP234 60001 T00391033 58001,NA,CA
AAT,2024-04-06T21:55:00Z,42,26,52.76,250,15,0,30.17,1023.1,10,25,OVC,NA,NA,NA,6000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.74,KAAT 062155Z AUTO 25015G25KT 10SM OVC060 06/M03 A3017 RMK AO2 SLP231 T00561033,NA,CA
AAT,2024-04-06T22:55:00Z,41,24,50.46,220,10,0,30.16,1022.9,10,NA,SCT,OVC,NA,NA,4400,6000,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.25,KAAT 062255Z AUTO 22010KT 10SM SCT044 OVC060 05/M04 A3016 RMK AO2 SLP229 T00501044,NA,CA
AAT,2024-04-06T23:55:00Z,43,24,46.71,260,13,0,30.15,1022.6,10,NA,SCT,OVC,NA,NA,4700,6500,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.66,KAAT 062355Z AUTO 26013KT 10SM SCT047 OVC065 06/M04 A3015 RMK AO2 SLP226 60001 T00611044 10061 20011 58005,NA,CA
AAT,2024-04-07T00:55:00Z,40,24,52.45,230,11,0,30.15,1022.6,10,NA,FEW,BKN,OVC,NA,4700,6000,7500,NA,NA,NA,NA,NA,NA,NA,NA,32.58,KAAT 070055Z AUTO 23011KT 10SM FEW047 BKN060 OVC075 04/M04 A3015 RMK AO2 SLP226 T00441044,NA,CA
AAT,2024-04-07T01:55:00Z,39,24,54.54,250,13,0,30.15,1022.6,10,NA,FEW,FEW,OVC,NA,4200,5500,7000,NA,NA,NA,NA,NA,NA,NA,NA,30.54,KAAT 070155Z AUTO 25013KT 10SM FEW042 FEW055 OVC070 04/M04 A3015 RMK AO2 SLP226 T00391044,NA,CA
AAT,2024-04-07T02:55:00Z,36,25,63.98,230,5,0,30.15,1022.8,10,NA,BKN,NA,NA,NA,7000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.15,KAAT 070255Z AUTO 23005KT 10SM BKN070 02/M04 A3015 RMK AO2 SLP228 T00221039 53000,NA,CA
AAT,2024-04-07T03:55:00Z,36,26,66.69,260,4,0,30.17,1023.2,10,NA,FEW,OVC,NA,NA,5500,7000,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.09,KAAT 070355Z AUTO 26004KT 10SM FEW055 OVC070 02/M03 A3017 RMK AO2 SLP232 T00221033,NA,CA
AAT,2024-04-07T04:55:00Z,36,26,66.69,220,7,0,30.18,1023.2,10,NA,OVC,NA,NA,NA,7500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.65,KAAT 070455Z AUTO 22007KT 10SM OVC075 02/M03 A3018 RMK AO2 SLP232 T00221033,NA,CA
AAT,2024-04-07T05:55:00Z,34,26,72.22,270,5,0,30.18,1023.2,10,NA,OVC,NA,NA,NA,7500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.77,KAAT 070555Z AUTO 27005KT 10SM OVC075 01/M03 A3018 RMK AO2 SLP232 T00111033 10067 20011 50007,NA,CA
AAT,2024-04-07T06:55:00Z,32,25,75.07,110,4,0,30.18,1023.4,10,NA,FEW,NA,NA,NA,7000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.42,KAAT 070655Z AUTO 11004KT 10SM FEW070 00/M04 A3018 RMK AO2 SLP234 T00001039,NA,CA
AAT,2024-04-07T07:55:00Z,28,23,81.25,0,0,0,30.18,1023.4,10,NA,CLR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,KAAT 070755Z AUTO 00000KT 10SM CLR M02/M05 A3018 RMK AO2 SLP234 T10221050 400671056,NA,CA
AAT,2024-04-07T08:55:00Z,26,22,84.59,0,0,0,30.17,1023.2,9,NA,CLR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,KAAT 070855Z AUTO 00000KT 9SM CLR M03/M06 A3017 RMK AO2 SLP232 T10331056 58002,NA,CA
AAT,2024-04-07T09:55:00Z,24,21,88.13,0,0,0,30.17,1023.1,8,NA,CLR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,KAAT 070955Z AUTO 00000KT 8SM CLR M04/M06 A3017 RMK AO2 SLP231 T10441061,NA,CA
AAT,2024-04-07T10:55:00Z,24,21,88.13,80,3,0,30.16,1023,10,NA,BKN,NA,NA,NA,3000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.54,KAAT 071055Z AUTO 08003KT 10SM BKN030 M04/M06 A3016 RMK AO2 SLP230 T10441061,NA,CA
AAT,2024-04-07T11:55:00Z,26,22,84.59,80,3,0,30.17,1022.8,10,NA,FEW,SCT,OVC,NA,2500,3900,7500,NA,NA,NA,NA,NA,NA,NA,NA,21.83,KAAT 071155Z AUTO 08003KT 10SM FEW025 SCT039 OVC075 M03/M06 A3017 RMK AO2 SLP228 70001 T10331056 10011 21050 53001,NA,CA
AAT,2024-04-07T12:55:00Z,26,23,88.23,0,0,0,30.17,1023.2,10,NA,SCT,OVC,NA,NA,4300,7500,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,KAAT 071255Z AUTO 00000KT 10SM SCT043 OVC075 M03/M05 A3017 RMK AO2 SLP232 T10331050,NA,CA
AAT,2024-04-07T13:55:00Z,27,23,84.66,0,0,0,30.17,1023.4,10,NA,OVC,NA,NA,NA,7500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,KAAT 071355Z AUTO 00000KT 10SM OVC075 M03/M05 A3017 RMK AO2 SLP234 T10281050,NA,CA
AAT,2024-04-07T14:55:00Z,29,25,84.79,0,0,0,30.18,1023.6,9,NA,OVC,NA,NA,NA,8000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,KAAT 071455Z AUTO 00000KT 9SM OVC080 M02/M04 A3018 RMK AO2 SLP236 T10171039 53003,NA,CA
AAT,2024-04-07T15:55:00Z,32,26,78.25,0,0,0,30.19,1023.6,10,NA,OVC,NA,NA,NA,8000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,KAAT 071555Z AUTO 00000KT 10SM OVC080 00/M03 A3019 RMK AO2 SLP236 T00001033,NA,CA
AAT,2024-04-07T16:55:00Z,36,27,69.51,0,0,0,30.19,1023.4,10,NA,OVC,NA,NA,NA,8500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,KAAT 071655Z AUTO 00000KT 10SM OVC085 02/M03 A3019 RMK AO2 SLP234 T00221028,NA,CA
AAT,2024-04-07T17:55:00Z,39,27,61.78,240,4,0,30.19,1023,10,NA,BKN,NA,NA,NA,8500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.59,KAAT 071755Z AUTO 24004KT 10SM BKN085 04/M03 A3019 RMK AO2 SLP230 T00391028 10050 21044 50002,NA,CA
AAT,2024-04-07T18:55:00Z,43,25,48.7,20,5,0,30.17,1022.3,10,NA,SCT,BKN,OVC,NA,4300,5000,8500,NA,NA,NA,NA,NA,NA,NA,NA,39.46,KAAT 071855Z AUTO 02005KT 10SM SCT043 BKN050 OVC085 06/M04 A3017 RMK AO2 SLP223 T00611039,NA,CA
AAT,2024-04-07T19:55:00Z,44,22,41.34,300,6,0,30.16,1022.3,10,NA,FEW,OVC,NA,NA,5000,6000,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.98,KAAT 071955Z AUTO 30006KT 10SM FEW050 OVC060 07/M06 A3016 RMK AO2 SLP223 T00671056,NA,CA
AAT,2024-04-07T20:55:00Z,44,21,39.62,310,5,0,30.14,1021.8,10,NA,SCT,SCT,NA,NA,5500,8000,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.65,KAAT 072055Z AUTO 31005KT 10SM SCT055 SCT080 07/M06 A3014 RMK AO2 SLP218 T00671061 58013,NA,CA
AAT,2024-04-07T21:55:00Z,48,19,31.27,210,6,0,30.12,1020.8,10,NA,BKN,NA,NA,NA,8000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.8,KAAT 072155Z AUTO 21006KT 10SM BKN080 09/M07 A3012 RMK AO2 SLP208 T00891072,NA,CA
AAT,2024-04-07T22:55:00Z,47,19,32.47,270,6,0,30.11,1020.4,10,NA,SCT,BKN,NA,NA,7000,9000,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.6,KAAT 072255Z AUTO 27006KT 10SM SCT070 BKN090 08/M07 A3011 RMK AO2 SLP204 T00831072,NA,CA
AAT,2024-04-07T23:55:00Z,49,18,28.86,330,6,0,30.1,1019.7,10,NA,CLR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,KAAT 072355Z AUTO 33006KT 10SM CLR 09/M08 A3010 RMK AO2 SLP197 T00941078 10106 20039 56014,NA,CA
AAT,2024-04-08T00:55:00Z,48,17,28.69,NA,3,0,30.09,1019.7,10,NA,OVC,NA,NA,NA,8000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.98,KAAT 080055Z AUTO VRB03KT 10SM OVC080 09/M08 A3009 RMK AO2 SLP197 T00891083,NA,CA
AAT,2024-04-08T01:55:00Z,43,30,59.83,200,8,0,30.1,1020.3,10,NA,SCT,BKN,OVC,NA,4700,6000,7000,NA,NA,NA,NA,NA,NA,NA,NA,37.66,KAAT 080155Z AUTO 20008KT 10SM SCT047 BKN060 OVC070 06/M01 A3010 RMK AO2 SLP203 T00611011,NA,CA
AAT,2024-04-08T02:55:00Z,40,27,59.41,190,6,1e-4,30.11,1020.7,10,NA,OVC,NA,NA,NA,7500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.17,KAAT 080255Z AUTO 19006KT 10SM OVC075 04/M03 A3011 RMK AO2 RAB02E12 SLP207 P0000 60000 T00441028 53004,NA,CA
AAT,2024-04-08T03:55:00Z,37,28,69.63,100,3,0,30.13,1021.5,10,NA,FEW,NA,NA,NA,7000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.4,KAAT 080355Z AUTO 10003KT 10SM FEW070 03/M02 A3013 RMK AO2 SLP215 T00281022,NA,CA
AAT,2024-04-08T04:55:00Z,34,28,78.43,60,3,0,30.15,1022.1,10,NA,CLR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.97,KAAT 080455Z AUTO 06003KT 10SM CLR 01/M02 A3015 RMK AO2 SLP221 T00111022,NA,CA
AAT,2024-04-08T05:55:00Z,30,26,84.85,0,0,0,30.15,1022.1,9,NA,CLR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,KAAT 080555Z AUTO 00000KT 9SM CLR M01/M03 A3015 RMK AO2 SLP221 60000 T10111033 10094 21011 51012,NA,CA
AAT,2024-04-08T06:55:00Z,28,24,84.72,0,0,0,30.16,1022.3,10,NA,CLR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,KAAT 080655Z AUTO 00000KT 10SM CLR M02/M04 A3016 RMK AO2 SLP223 T10221044,NA,CA
AAT,2024-04-08T07:55:00Z,27,23,84.66,0,0,0,30.17,1022.5,5,NA,CLR,NA,NA,NA,NA,NA,NA,NA,BR,NA,NA,NA,NA,NA,NA,27,KAAT 080755Z AUTO 00000KT 5SM BR CLR M03/M05 A3017 RMK AO2 SLP225 T10281050 401061050,NA,CA
AAT,2024-04-08T08:55:00Z,24,22,91.94,0,0,0,30.17,1022.9,10,NA,CLR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,KAAT 080855Z AUTO 00000KT 10SM CLR M04/M06 A3017 RMK AO2 SLP229 T10441056 51005 TSNO,NA,CA
AAT,2024-04-08T09:55:00Z,23,20,88.08,0,0,0,30.17,1022.5,10,NA,CLR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,KAAT 080955Z AUTO 00000KT 10SM CLR M05/M07 A3017 RMK AO2 SLP225 T10501067 TSNO,NA,CA
AAT,2024-04-08T10:55:00Z,22,19,88.02,0,0,0,30.17,1022.7,10,NA,CLR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,KAAT 081055Z AUTO 00000KT 10SM CLR M06/M07 A3017 RMK AO2 SLP227 T10561072 TSNO,NA,CA
AAT,2024-04-08T11:55:00Z,22,19,88.02,0,0,0,30.17,1022.7,7,NA,CLR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,KAAT 081155Z AUTO 00000KT 7SM CLR M06/M07 A3017 RMK AO2 SLP227 T10561072 11011 21061 53001 TSNO,NA,CA
AAT,2024-04-08T12:18:00Z,20,17,87.92,0,0,0,30.17,NA,1.75,NA,CLR,NA,NA,NA,NA,NA,NA,NA,BR,NA,NA,NA,NA,NA,NA,20,KAAT 081218Z AUTO 00000KT 1 3/4SM BR CLR M07/M08 A3017 RMK AO2 T10671083 TSNO,NA,CA
AAT,2024-04-08T12:21:00Z,21,17,84.26,0,0,0,30.17,NA,0.75,NA,VV ,NA,NA,NA,200,NA,NA,NA,BR,NA,NA,NA,NA,NA,NA,21,KAAT 081221Z AUTO 00000KT 3/4SM BR VV002 M06/M08 A3017 RMK AO2 T10611083 TSNO,NA,CA
AAT,2024-04-08T12:33:00Z,20,18,91.79,0,0,0,30.17,NA,3,NA,SCT,NA,NA,NA,100,NA,NA,NA,BR,NA,NA,NA,NA,NA,NA,20,KAAT 081233Z AUTO 00000KT 3SM BR SCT001 M07/M08 A3017 RMK AO2 T10671078 TSNO,NA,CA
AAT,2024-04-08T12:55:00Z,20,18,91.79,0,0,0,30.18,1023.3,10,NA,CLR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,KAAT 081255Z AUTO 00000KT 10SM CLR M07/M08 A3018 RMK AO2 SLP233 T10671078 TSNO,NA,CA
AAT,2024-04-08T13:14:00Z,20,17,87.92,0,0,0,30.18,NA,10,NA,SCT,NA,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,KAAT 081314Z AUTO 00000KT 10SM SCT004 M07/M08 A3018 RMK AO2 T10671083 TSNO,NA,CA
AAT,2024-04-08T13:22:00Z,20,17,87.92,0,0,0,30.18,NA,10,NA,BKN,NA,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,KAAT 081322Z AUTO 00000KT 10SM BKN004 M07/M08 A3018 RMK AO2 T10671083 TSNO,NA,CA
